;id;year;keyword;context;speech_sentiment;n_of_lexicon_words;n_of_countable_words
347;Protocol_1907_11_29_02;1907;eulenburg;beweise ausgeschlossen majestaet mitteilung fuerst eulenburg offiziere genannt 17 heisst fuerst;-0.4895;0;2
348;Protocol_1907_11_29_02;1907;eulenburg;eulenburg freunde gesorgt moltke generalstabschef naeher;0.0068;0;2
349;Protocol_1907_11_29_02;1907;eulenburg;veranlagungen freundschaftlichen verkehr fest fuerst eulenburg besetzung genannten moltke harden heisst;0.2386;0;2
350;Protocol_1907_11_29_02;1907;eulenburg;1907 erschien blick tafelrunde philipp eulenburg ilecomte kuno moltke hohenau kanzlers;0;0;0
351;Protocol_1907_11_29_02;1907;harden;jahrzehnten berlin erheblich gewachsen bezogen harden prozess regimenter verseucht mag grosse;0.8385;0;4
352;Protocol_1907_11_29_02;1907;harden;kaempfen regimenter wahr ungluecklichen verhaeltnisse moltkehardenprozess sprache befehl kuerassiere bekannten tracht;-0.6166;0;4
353;Protocol_1907_11_29_02;1907;harden;hoert hoert lei sozialdemokraten) demjenigen moltkehardenprozess freimuetigkeit weiss nachfragen ermittelt persoenlicher;0;0;0
354;Protocol_1907_11_29_02;1907;harden;festgestellt vorgaengen sogenannten adlervilla – adlervilla – moltkehardenprozess kameradenkreisen vorgesetztenkreisen jemals bekannt spreche;0.004;0;1
355;Protocol_1907_11_29_02;1907;harden;ueberhaupt stattgefunden einzelfaelle beschraenken verhandlung moltkeharden prozess aussage zeugen bollhardt bekannt;-0.0008;0;2
356;Protocol_1907_11_29_02;1907;harden;villa gefeiert kenntnis angeblichen vorgaenge moltkehardenprozess veranlassung kriegsgerichtliche untersuchung einzuleiten grafen;0.494;0;1
357;Protocol_1907_11_29_02;1907;harden;fuerst eulenburg besetzung genannten moltke harden heisst veranlassung majestaet bekannt nachtraeglich;0.008;0;2
358;Protocol_1907_11_29_02;1907;harden;spaeteren artikeln prozess neuesten artikeln harden ausdruecklich sinn derartiges vielfach oeffentlichkeit;0.008;0;2
359;Protocol_1907_11_29_02;1907;harden;gelegen offiziere weise beleidigen bedauere harden (sehr richtig rechts) merkte oeffentlich;-0.4366;0;4
360;Protocol_1907_11_29_02;1907;harden;politik versucht verhaeltnis ausschieden prozess harden majestaet 3 eingereichten abschiedsgesuche eingegangen;-0.0008;0;2
361;Protocol_1907_11_29_02;1907;harden;streifen aufgeworfen general hohenau geklagt harden vorgegangen – ehrengerichtliche verfahren majestaet prozess;-0.3525;0;2
362;Protocol_1907_11_29_02;1907;harden;groesste unwahrheit jemals behauptet erzaehlt harden gefuerchtet herauskommen fuerchten harden (sehr;-0.8056;0;4
363;Protocol_1907_11_29_02;1907;moltke;kaempfen regimenter wahr ungluecklichen verhaeltnisse moltkehardenprozess sprache befehl kuerassiere bekannten tracht;-0.6166;0;4
364;Protocol_1907_11_29_02;1907;moltke;hoert hoert lei sozialdemokraten) demjenigen moltkehardenprozess freimuetigkeit weiss nachfragen ermittelt persoenlicher;0;0;0
365;Protocol_1907_11_29_02;1907;moltke;festgestellt vorgaengen sogenannten adlervilla – adlervilla – moltkehardenprozess kameradenkreisen vorgesetztenkreisen jemals bekannt spreche;0.004;0;1
366;Protocol_1907_11_29_02;1907;moltke;ueberhaupt stattgefunden einzelfaelle beschraenken verhandlung moltkeharden prozess aussage zeugen bollhardt bekannt;-0.0008;0;2
367;Protocol_1907_11_29_02;1907;moltke;genannt gezeigt fuersten eulenburg grafen moltke unzweifelhaft fest maenner villa (hoert;0.2386;0;2
368;Protocol_1907_11_29_02;1907;moltke;villa gefeiert kenntnis angeblichen vorgaenge moltkehardenprozess veranlassung kriegsgerichtliche untersuchung einzuleiten grafen;0.494;0;1
369;Protocol_1907_11_29_02;1907;moltke;gefehlt ist ergeben verfehlungen graf moltke bezw graf hohenau schulden kenntnis;-1.5099;0;3
370;Protocol_1907_11_29_02;1907;moltke;heisst fuerst eulenburg freunde gesorgt moltke generalstabschef naeher kommandant berlin meinung;0.0068;0;2
371;Protocol_1907_11_29_02;1907;moltke;fest fuerst eulenburg besetzung genannten moltke harden heisst veranlassung majestaet bekannt;0.2426;0;3
372;Protocol_1907_11_29_02;1907;moltke;tafelrunde philipp eulenburg ilecomte kuno moltke hohenau kanzlers zivit / adjutant below;0;0;0
373;Protocol_1907_11_29_02;1907;moltke;solidarisch erklaert aelteren general grafen moltke anschliessen graf moltke jegliche homosexuelle;0.0032;0;3
374;Protocol_1907_11_29_02;1907;moltke;person trennen hofe freizumachen graf moltke prozess freiheit zu vertreten majestaet;-0.4953;0;3
375;Protocol_1907_11_29_02;1907;moltke;dingen entschiedenste zurueckweisen prozesses grafen moltke gerichtet gott neigung grafen hohenau;0;0;0
376;Protocol_1907_11_29_02;1907;moltke;zaeheren verkehr ansieht vergnuegen grafen moltke hochgebildeter hochmusikalisch liebenswuerdig ausserordentlich geistreich;0.4976;0;3
377;Protocol_1907_11_29_02;1907;moltke;vertuschung versucht sehr einfach prozess moltke moeglichkeit unterdrueckt voraussichtlich herausgekommen grafen;-0.4745;0;3
378;Protocol_1907_11_29_02;1907;175;zeuge genannten vergehens beschuldigt paragraf 175 reichsstrafgesetzbuchs strafbar vergehen strafgesetzbuchs bestraft;-1.1543;0;3
379;Protocol_1907_11_29_02;1907;175;beruehren – zwang missbrauch dienstgewalt 8 175 allgemeinen strafgesetzbuchs 8 114 militaerstrafgesetzbuchs;-0.0769;0;2
380;Protocol_1907_11_29_03;1907;eulenburg;seinerzeit rom wien gefahren fuersten eulenburg botschafter wien bitten moege sorgen;-1.0168;0;3
381;Protocol_1907_11_29_03;1907;kamarill;spahn gemeint falsch unterrichtet nachsage kamarilla geschwaetz geglaubt habe nachgesagt – zitiere;-0.7618;0;1
382;Protocol_1907_11_29_03;1907;kamarill;oldenberg – thema kamarilla wende versuch notiz norddeutschen allgemeinen;0;0;0
383;Protocol_1907_11_29_03;1907;kamarill;versuch gewendet norddeutschen allgemeinen  deduzieren kamarilla tratsch aufgebracht gefoerdert endlich abgeordnete;-0.0008;0;2
384;Protocol_1907_11_29_03;1907;kamarill;wenigen worten wenden abgeordnete bebel kamarilla ausgefuehrt eingehenden behandlung themas veranlasst;0;0;0
385;Protocol_1907_11_29_03;1907;kamarill;besonders aufgefallen abgeordnete bebel gemeint kamarilla aehnliche betruebende erscheinungen kaemen monarchien;-0.3386;0;1
386;Protocol_1907_11_29_03;1907;kamarill;hingehen ueberzeugen (grosse heiterkeit) hoefische kamarilla rote kamarilla (sehr wahr grosse;0.9266;0;3
387;Protocol_1907_11_29_03;1907;kamarill;koenig demos abgeordnete bebel gemeint kamarilla fuersten einfaelle wuensche fuersten suggerierten;0;0;0
388;Protocol_1907_11_29_03;1907;kamarill;wuensche aspirationen massen (sehr richtig) kamarilla koenig demos umgibt schaedlich selbstsuechtig;-0.9269;0;1
389;Protocol_1907_11_29_03;1907;kamarill;schamlos jemals fuerstliche kamarilla (sehr richtig) schmeicheln betrifft beziehung;-0.3332;0;1
390;Protocol_1907_11_30_01;1907;sexu;militaerische ehrengericht schnell gezeigt eroerterungen sexuellen verfehlungen armee widerstrebt innersten seele;0.1121;0;2
391;Protocol_1907_11_30_01;1907;eulenburg;eroerterung geknuepft insonderheit personen fuersten eulenburg grafen moltke befriedigt erklaerung kriegsministers;0.0809;0;1
392;Protocol_1907_11_30_01;1907;moltke;insonderheit personen fuersten eulenburg grafen moltke befriedigt erklaerung kriegsministers aussprechen denke;0.0809;0;1
393;Protocol_1907_11_30_01;1907;moltke;wissens ueberhaupt geklagt verlauf prozesses moltke entscheidender bedeutung grafen hohenau offiziere;-0.3485;0;3
394;Protocol_1907_11_30_01;1907;175;gemeldet paragraf strafgesetzbuchs militaerstrafgesetzbuchs betracht 175 140 wovon kriegsminister sprach bedeutung;0.004;0;1
395;Protocol_1907_11_30_02;1907;eulenburg;richtig rechts) graf moltke fuerst eulenburg furchtbare tortur durchmachen derartige prozessfuehrungen;-0.3002;0;2
396;Protocol_1907_11_30_02;1907;harden;175 kriegsministers ausserordentlich milde gestimmt harden gutglaeubigkeit bestreiten maenner urteil hoch;0.448;0;3
397;Protocol_1907_11_30_02;1907;harden;moechte anknuepfung prozess eingehen sprechen hardenprozess sprechen wtttkowskyprozess (sehr richtig rechts;0.3482;0;4
398;Protocol_1907_11_30_02;1907;harden;rechts) sinn demnaechst neuen gerichtsverhandlung harden verurteilt witting wittkowsky leiblichen brueder;-0.762;0;3
399;Protocol_1907_11_30_02;1907;moltke;wtttkowskyprozess (sehr richtig rechts) name moltke volk hochsteht schmutz gasse gezogen;-0.0502;0;2
400;Protocol_1907_11_30_02;1907;moltke;vorgeschoben (sehr richtig rechts) graf moltke fuerst eulenburg furchtbare tortur durchmachen;-0.3002;0;2
401;Protocol_1907_11_30_02;1907;hirschfeld;abgeloest gefaehrdet (heiterkeit)  leicht magnus hirschfeld  studien – bedingungen aufhebung paragraf 175;-0.5014;0;3
402;Protocol_1907_11_30_02;1907;175;ernst scheusslichkeiten jahrelang aufhebung paragraf 175 eingetreten standpunkte erachtens schwer miteinander;-0.0144;0;3
403;Protocol_1907_11_30_02;1907;175;laesst straffrei bedingung aufhebung paragraf 175 geschaffen verfehlungen verschickung kolonie bestraft;-0.4907;0;3
404;Protocol_1907_11_30_02;1907;175;hirschfeld  studien – bedingungen aufhebung paragraf 175 kriegsministers ausserordentlich milde gestimmt harden;0.4392;0;3
405;Protocol_1907_11_30_02;1907;widernat;auf beschaeftigt widernatuerlichen scheusslichkeiten gehe moechte betonen abgeordnete;0.0338;0;3
406;Protocol_1907_12_02_01;1907;harden;zum prozess moltkeharden moechte erklaeren durchweg ausfuehrungen abgeordneten;0.345;0;1
407;Protocol_1907_12_02_01;1907;moltke;zum prozess moltkeharden moechte erklaeren durchweg ausfuehrungen abgeordneten;0.345;0;1
408;Protocol_1907_12_02_01;1907;kamarill;zustand rechtssaetze (sehr richtig links) kamarilla schliesslich spielerei worten;0.004;0;1
409;Protocol_1907_12_02_02;1907;harden;draussen ausserordentlich staub aufgerollt prozesse hardenmoltke stimme abgeordneten payer vollkommen ueberein;0.2082;0;2
410;Protocol_1907_12_02_02;1907;moltke;draussen ausserordentlich staub aufgerollt prozesse hardenmoltke stimme abgeordneten payer vollkommen ueberein;0.2082;0;2
411;Protocol_1907_12_02_02;1907;moltke;instanz zweiter instanz gegenteil graf moltke richterkollegium greift staatsanwalt harter dazwischen;-0.1483;0;1
412;Protocol_1907_12_02_02;1907;sodom;schlosse stein gemetzt weib rosse sodomitisch ergoetzt heisst erlauchte mutter ward;0;0;0
413;Protocol_1907_12_02_03;1907;sexu;kluengeln verhaengnisvoll wirken hardenprozess gezeigt sexuellen skandaloese skandaloeseste licht auswaertige politik;-0.3426;0;3
414;Protocol_1907_12_02_03;1907;sexu;marokkoangelegenheit gefallen dingen beachtet wichtiger sexuellen kreis eulenburg kaiser auffassung frankreich;0.1669;0;2
415;Protocol_1907_12_02_03;1907;eulenburg;dingen beachtet wichtiger sexuellen kreis eulenburg kaiser auffassung frankreich friedliche politik;0.4746;0;2
416;Protocol_1907_12_02_03;1907;harden;gegeneinanderarbeiten cliquen kluengeln verhaengnisvoll wirken hardenprozess gezeigt sexuellen skandaloese skandaloeseste licht;-0.3426;0;3
417;Protocol_1907_12_02_03;1907;kamarill;arbeit bestellt manne bestritten gaebe kamarilla gaebe persoenliches regiment (sehr richtig;0.004;0;1
418;Protocol_1907_12_02_03;1907;kamarill;sozialdemokraten) kamarilla debatte hergezogen reichskanzler deduktionen geschlossen;-0.211;0;1
419;Protocol_1907_12_02_03;1907;kamarill;worten – zukunft gibts kamarilla gehoert vergangenheit na optimisten glaeubigen;0.0836;0;1
420;Protocol_1907_12_02_03;1907;kamarill;sozialdemokraten) glauben moechte wahres wunder kamarillen gaebe system hochinteressant reichskanzler affaere;0.4613;0;5
421;Protocol_1907_12_02_03;1907;kamarill;norddeutschen allgemeinen zeitung reichskanzler bestritten kamarilla reichskanzler versucht affaere weise herauszuziehen;0.045;0;2
422;Protocol_1907_12_02_03;1907;kamarill;bemerkungen jahresfrist kamarilla rein historischer natur bestreiten kamarillen;0.008;0;2
423;Protocol_1907_12_02_03;1907;kamarill;sommer damaligen bemerkungen ausgelegt vorhandensein kamarillen ueberhaupt bestritten rand geschrieben unsinn;-0.4969;0;1
424;Protocol_1907_12_02_03;1907;kamarill;weise wahren suchte grunde bedenke kamarilla aktuell gekaempft oeffentlichkeit kamarilla gerichtet;0.1033;0;5
425;Protocol_1907_12_02_03;1907;kamarill;situation aufgefasst reichskanzler behauptet gaebe kamarilla (sehr richtig sozialdemokraten) auslegungsmoeglichkeit staatsmann;0.004;0;1
426;Protocol_1907_12_02_03;1907;kamarill;schwachen fuessen glaube glaube begruendung kamarilla gebe begruendung lautet folgendermassen kamarilla;-0.9126;0;3
427;Protocol_1907_12_02_03;1907;kamarill;gehoert persoenlichkeit throne kamarilla beeinflussen laesst person kaisers schliesst;-0.211;0;1
428;Protocol_1907_12_02_03;1907;kamarill;kamarilla (heiterkeit sozialdemokraten) bismarck neuen kurse;0.004;0;1
429;Protocol_1907_12_02_03;1907;kamarill;fungierte ausdruecklich konstatiert kamarilla liebenberg vorhanden spaetere reichskanzler fuerst;0;0;0
430;Protocol_1907_12_02_03;1907;kamarill;hohenlohe beschaeftigt denkwuerdigkeiten sehr kamarilla fachkenner hause behauptung erfordernis kamarilla;0;0;0
431;Protocol_1907_12_02_03;1907;kamarill;eigene idee verfolgen glaube wirkung – kamarillen (zurufe rechts) – grabe schatze erfahrungen;0.1176;0;3
432;Protocol_1907_12_03_01;1907;175;schoen christlichsoziale bewegung besser paragraf 175 mittelalterliche gesetzesbestimmung aufhebung sicher geboten;0.3806;0;4
433;Protocol_1907_12_03_01;1907;kamarill;deutschen reiche david sozialdemokratische sachverstaendige kamarillaangelegenheiten (heiterkeit) sprach sicherheit bestimmtheit fuehrende;0.1327;0;3
434;Protocol_1907_12_03_01;1907;kamarill;kamarilla wusste besser reichskanzler ausgesprochen kamarilla republiken monarchien eigener beobachtung kennen;0.004;0;1
435;Protocol_1907_12_03_02;1907;harden;ueberhaupt eingehe abgeordnete david geglaubt hardenprozess bedeutsame enthuellungen marokkoaffaere entnehmen gestehen;-0.0008;0;2
436;Protocol_1907_12_03_03;1907;harden;sehr ernsthaftes thema vielbesprochenen prozess moltkeharden erklaerungen kriegsministers hierzu veranlassung sehr;0.004;0;1
437;Protocol_1907_12_03_03;1907;moltke;sehr ernsthaftes thema vielbesprochenen prozess moltkeharden erklaerungen kriegsministers hierzu veranlassung sehr;0.004;0;1
438;Protocol_1907_12_03_03;1907;moltke;links) zugeben verfehlungen grafen kuno moltke nachsagte oeffentlicher gerichtsverhandlung eid vornehmen;-0.0008;0;2
439;Protocol_1907_12_03_03;1907;moltke;jungen kennen leise graf kuno moltke liebesmahl zimmer trat all bekannt;0.004;0;1
440;Protocol_1907_12_03_04;1907;harden;abgeordnete paasche schwerwiegende material prozess harden tasche ansicht pflicht material herauszog;-0.3625;0;2
441;Protocol_1907_12_03_04;1907;harden;kriegsminister weise abgeordnete bebel prozess harden beruehrt lobte hinzuweisen widrigen sozialdemokratie;0.6641;0;3
442;Protocol_1907_12_03_05;1907;harden;ich falle harden aeusserungen juristischen autoritaeten mitgeteilt verfahren;-0.2153;0;1
443;Protocol_1907_12_03_06;1907;harden;sitzung kriegsminister persoenlich gesprochen falle harden bemerkt exzellenz einverstanden zurueckkommen (hoert;-0.2113;0;2
444;Protocol_1907_12_04_01;1907;sexu;prunkender uniform paradeuniform glaube beweist homosexuell veranlagt (grosse heiterkeit) abgeordnete paasche;0.004;0;1
445;Protocol_1907_12_04_01;1907;sexu;moltke wusste bekannten freundeskreis befanden homosexuell veranlagt graf moltke gesprochen antwort;0.004;0;1
446;Protocol_1907_12_04_01;1907;sexu;justizrats gordon gewusst graf lynar sexuelle verfehlungen zuschulden antwort justizrats bernstein;-0.0048;0;1
447;Protocol_1907_12_04_01;1907;harden;aber entnehmen bollhardt diejenigen mitteilungen harden prozess moltkeharden ausschluss oeffentlichkeit berechtigt;0;0;0
448;Protocol_1907_12_04_01;1907;harden;briefe vernehmung 28 – 29 bekannt – harden gerichte abschrift vorgelegt harden bild;0.004;0;1
449;Protocol_1907_12_04_01;1907;moltke;bollhardt diejenigen mitteilungen harden prozess moltkeharden ausschluss oeffentlichkeit berechtigt erwiesen liegen;0;0;0
450;Protocol_1907_12_04_01;1907;moltke;grafen lynar orientiert verfehlungen grafen moltke gewusst berliner tageblatt mitgebracht genau;-0.0008;0;2
451;Protocol_1907_12_04_01;1907;moltke;major vernommen privatklaeger graf kuno moltke wusste bekannten freundeskreis befanden homosexuell;0.004;0;1
452;Protocol_1907_12_04_01;1907;moltke;veranlagt graf moltke gesprochen antwort gesprochen beisein exzellenz;0.004;0;1
453;Protocol_1907_12_04_01;1907;moltke;moltke hierueber geaeussert eingehende wahrnehmungen antwort;0;0;0
454;Protocol_1907_12_04_01;1907;moltke;antwort justizrats bernstein major graf moltke gehoert mag graf hohenau aehnlicher;0.345;0;1
455;Protocol_1907_12_04_01;1907;moltke;rechts) geruechte – huelsen – geruechte grafen moltke herangetreten eingreifen majestaet erfolgte bestimmteste;0.004;0;1
456;Protocol_1907_12_04_01;1907;moltke;gewiesen eingreifen geruechte grafen moltke – gegenteil wahr presse major huelse;0.2176;0;1
457;Protocol_1907_12_11_01;1907;harden;versammlung arbeitervereins naechste versammlung vortrag hardenprozess gestellt interesse aufrechterhaltung oeffentlichen ordnung;0.2307;0;2
458;Protocol_1907_12_11_01;1907;harden;gruenden verfolgen aufmerksam zb prozess harden staatsanwalt schoeffengericht verhandelt erkannt oeffentlichrechtlichen;0.008;0;2
459;Protocol_1908_01_23_01;1908;harden;missverstanden gefordert prozessualen maengel verhandlung harden prozesses herausgestellt strafjustizreform beachten;-0.6871;0;2
460;Protocol_1908_02_01_01;1908;175;betreffend abaenderung bezw aufhebung paragraf 175 strafgesetzbuchs (nr 604 drucksachen) berichterstatter;-0.0048;0;1
461;Protocol_1908_02_01_03;1908;hirschfeld;beschliessen 1 petitionen 1083 1905 hirschfeld charlottenburg genossen bezw rebach nuernberg;0.4983;0;1
462;Protocol_1908_02_01_03;1908;175;betreffend abaenderung bezw aufhebung paragraf 175 strafgesetzbuchs abstimmen petitionskommission beantragt reichstag;-0.0008;0;2
463;Protocol_1908_02_01_03;1908;175;rebach nuernberg abaenderung bezw aufhebung 175 strafgesetzbuchs tagesordnung ueberzugehen schriftfuehrer abgeordneter;-0.0048;0;1
464;Protocol_1908_02_01_03;1908;175;vorgesetzte arbeitgeber usw) unsittlichen zwecken 175 strafgesetzbuchs erhoehte strafe gestellt e;-0.0008;0;2
465;Protocol_1908_02_03_01;1908;175;entfernt ausdruecklich bemerken peinliche paragraf 175 strafgesetzbuchs eroerterung erscheint notwendig aeusserungen;-0.0048;0;1
466;Protocol_1908_02_03_01;1908;175;enthoben nervenheilanstalt geschickt handlungen paragraf 175 betreffen gleiche neuerdings traurigen falle;-0.3379;0;3
467;Protocol_1908_02_03_01;1908;175;mittlerweile verschiedene bestrafungen offizieren paragraf 175 – allenstein militaerverwaltung aeusserst unangenehm begreife;-0.4739;0;2
468;Protocol_1908_02_05_01;1908;harden;verstaendnis bemerken vorkommnis passierte moltke harden prozess rolle spielte graf hohenau;0.004;0;1
469;Protocol_1908_02_05_01;1908;moltke;besseren verstaendnis bemerken vorkommnis passierte moltke harden prozess rolle spielte graf;0.008;0;2
470;Protocol_1908_02_05_02;1908;harden;vollste sympathie auftreten affaere moltke harden (abgeordneter noske ich) (widerspruch abgeordneten;-0.1754;0;2
471;Protocol_1908_02_05_02;1908;moltke;besserung – vollste sympathie auftreten affaere moltke harden (abgeordneter noske ich) (widerspruch;-0.1714;0;3
472;Protocol_1908_02_06_01;1908;moltke;heeres trat reichten feldmarschall graf moltke feldmarschall graf blumenthal welch letzterer;0;0;0
473;Protocol_1908_02_06_01;1908;moltke;000 mark eingestellt generalfeldmarschall graf moltke praeses landesverteidigungskommission generalfeldmarschall graf blumenthal;0;0;0
474;Protocol_1908_02_06_02;1908;175;offizier offiziere untergebenen sinne paragraf 175 missbrauchen urteile ausgesprochen (sehr richtig;0.0032;0;3
475;Protocol_1908_02_18_01;1908;harden;ich moechte linie bedauern aussprechen harden prozess staatsanwalt hause oeffentliche anklage;-0.0592;0;3
476;Protocol_1908_02_18_01;1908;moltke;meinung oeffentliche interesse stellung grafen moltke vornherein ansicht ausdruck staatsanwaltschaft beurteilung;0.004;0;1
477;Protocol_1908_02_18_01;1908;moltke;erwuenscht erscheinen lehren zukunft graf moltke schlusswort gerichte ausfuehrte als soldat;0.004;0;1
478;Protocol_1908_02_18_02;1908;eulenburg;flicht schliesslich plaedoyer satz fuerst eulenburg gehoert gluecklichen beglueckenden persoenlichkeiten lieben;0.2175;0;3
479;Protocol_1908_02_18_02;1908;harden;moechte bedeutung falles vorfuehren oberstaatsanwalts moltkehardenprozess (sehr richtig) oberstaatsanwalt beschraenkt prozess;0.3442;0;3
480;Protocol_1908_02_18_02;1908;harden;taetigkeit sitzenden umsichtige tatkraeftige verteidigung hardens massvoll misst maessigung (lebhafte rufe;0.0926;0;3
481;Protocol_1908_02_18_02;1908;moltke;moechte bedeutung falles vorfuehren oberstaatsanwalts moltkehardenprozess (sehr richtig) oberstaatsanwalt beschraenkt prozess;0.3442;0;3
482;Protocol_1908_02_18_02;1908;moltke;hoert hoert) nennt vertreter grafen moltke trefflichen verteidiger streut lob amtsrichter;0.7326;0;3
483;Protocol_1908_02_19_01;1908;harden;neuesten nachrichten allenfalls sensationsluesterne zukunft harden durchweg blaetter kapitalistische interessen vertreten;0.008;0;2
484;Protocol_1908_02_19_02;1908;harden;oeffentlichen diskussion presse folgeerscheinung moltke harden prozesses beduerfnis herausgestellt unsittlichkeit kuenstlerischem;0.004;0;1
485;Protocol_1908_02_19_02;1908;moltke;besonders oeffentlichen diskussion presse folgeerscheinung moltke harden prozesses beduerfnis herausgestellt unsittlichkeit;0;0;0
486;Protocol_1908_02_20_01;1908;harden;volk glaubt vielfach hoehere anweisung harden freigesprochen oeffentliche interesse staatsanwaltschaft entdeckt;0.008;0;2
487;Protocol_1908_02_20_01;1908;harden;erachtens vorsitzende schoeffengerichts forum prozess moltkeharden verhandelt deutschen volke schaden verantworten;-0.5259;0;2
488;Protocol_1908_02_20_01;1908;moltke;interesse staatsanwaltschaft entdeckt staatsanwaltschaft gunsten moltkes eingegriffen erachtens misstrauen volk gedrungen;-0.4698;0;3
489;Protocol_1908_02_20_01;1908;moltke;erachtens vorsitzende schoeffengerichts forum prozess moltkeharden verhandelt deutschen volke schaden verantworten;-0.5259;0;2
490;Protocol_1908_02_20_02;1908;harden;wenn worte prozess moltkeharden eingehen geschieht kritik ueben moechte;-0.1906;0;3
491;Protocol_1908_02_20_02;1908;moltke;wenn worte prozess moltkeharden eingehen geschieht kritik ueben moechte;-0.1906;0;3
492;Protocol_1908_02_20_02;1908;moltke;richter entzogen haufen schmeissen grafen moltke extragericht backen schoeffen sozialen stellung;-0.0048;0;1
493;Protocol_1908_02_20_03;1908;harden;meine moechte ausfuehrungen moltkehardenprozess verschiedentlich angeregt abgeordnete heinze meinte;0.345;0;1
494;Protocol_1908_02_20_03;1908;moltke;meine moechte ausfuehrungen moltkehardenprozess verschiedentlich angeregt abgeordnete heinze meinte;0.345;0;1
495;Protocol_1908_02_20_04;1908;harden;linie liegen beschwerden erfahrungen prozess hardenmoltke fern materielle prozesses eroertern rechtskraft;-0.0008;0;2
496;Protocol_1908_02_20_04;1908;harden;glaube recht hervorheben prozess moltke  harden hervorragendes unheil angestiftet (sehr richtig;0.6011;0;4
497;Protocol_1908_02_20_04;1908;harden;rechts) bernstein hirschfeld harden ruhm bedeckt ruhmeskranz erworben (sehr;0.004;0;1
498;Protocol_1908_02_20_04;1908;moltke;linie liegen beschwerden erfahrungen prozess hardenmoltke fern materielle prozesses eroertern rechtskraft;-0.0008;0;2
499;Protocol_1908_02_20_04;1908;moltke;ahnten glaube recht hervorheben prozess moltke  harden hervorragendes unheil angestiftet (sehr;0.5971;0;3
500;Protocol_1908_02_20_04;1908;hirschfeld;angestiftet (sehr richtig rechts) bernstein hirschfeld harden ruhm bedeckt ruhmeskranz erworben;0.008;0;2
501;Protocol_1908_02_20_05;1908;moltke;liege oeffentliches interesse (zuruf grafen moltke auch) bezug sensationsprozesse behauptet prinzip;0.004;0;1
502;Protocol_1908_02_21_01;1908;harden;meines erachtens harden vergroesserung ruhmes staatsanwaltschaft gedient persoenlich;0.008;0;2
503;Protocol_1908_02_21_01;1908;harden;weiss auge – vergleichen denjenigen prozesses moltkeharden formelle behandlung meinerseits juristische ungeheuerlichkeit;0;0;0
504;Protocol_1908_02_21_01;1908;harden;halte moltkeharden eingehen dankbar richtung liegen besprechung;0.0806;0;2
505;Protocol_1908_02_21_01;1908;moltke;weiss auge – vergleichen denjenigen prozesses moltkeharden formelle behandlung meinerseits juristische ungeheuerlichkeit;0;0;0
506;Protocol_1908_02_21_01;1908;moltke;halte moltkeharden eingehen dankbar richtung liegen besprechung;0.0806;0;2
507;Protocol_1908_02_21_01;1908;moltke;aufregung einzelnen leicht grafen kuno moltke falle wahrheitsbeweis ausgeschlossen (sehr richtig;-0.7394;0;5
508;Protocol_1908_02_21_02;1908;harden;journalisten schwere beschimpfungen staatsanwalt schutz hardenprozess aehnliche gehoert augen vorsitzenden oberstaatsanwalt;-0.0008;0;2
509;Protocol_1908_02_21_02;1908;harden;bekomme gutachten abgebe versetzung vorsitzenden hardenprozess geeignet vertrauen volkes richtern erhoehen;0.4558;0;3
510;Protocol_1908_02_25_01;1908;harden;ich naeher prozess harden eingehen verfahren staatsanwaltschaft oeffentliche interesse;-0.0008;0;2
511;Protocol_1908_03_17_01;1908;175;sehr gunsten eingeborenen rechte beurteilen – 175 176 218 anbelangt – saesse haelfte;0.008;0;2
512;Protocol_1908_12_05_01;1908;eulenburg;sprechen gebiet justizskandals jahre affaere eulenburg fuerchten eingehend sprechen halte pflicht;-0.8916;0;3
513;Protocol_1908_12_05_01;1908;eulenburg;kaiser edelsten besten nation bezeichnet eulenburg gericht geradezu glace handschuhen angefasst;0.2275;0;2
514;Protocol_1908_12_05_01;1908;eulenburg;unterbrach kranken menschen weise behandelt eulenburger schonender weise behandelt menschen gericht;-0.0254;0;4
515;Protocol_1908_12_05_01;1908;eulenburg;sehr richtig sozialdemokraten) eulenburg wahrhaftig allerwenigsten verdient fuerst dohnaschlobitten;0.1029;0;2
516;Protocol_1908_12_05_01;1908;eulenburg;bekannter eulenburg hof kaiser wilhelms fuerst dohnaschlobitten;0.004;0;1
517;Protocol_1908_12_05_01;1908;eulenburg;bedauert briefe 18 dezember 1901 eulenburg einfach verlogen schwer aufs gewissen;-0.3937;0;4
518;Protocol_1908_12_05_01;1908;eulenburg;kaisers koenigs (hoert hoert sozialdemokraten) eulenburg jahrelang grossen einfluss hofe kaisers;0.3694;0;1
519;Protocol_1908_12_05_01;1908;eulenburg;kamarilla alledem 20 jahre bestanden eulenburg liebknecht erwaehnt eulenburg weiss unheilvollsten;-0.0008;0;2
520;Protocol_1908_12_05_01;1908;eulenburg;verletzt feststellung tatsache ehrenmann umspringt eulenburg gericht verfahren volke verstanden (sehr;-0.2658;0;2
521;Protocol_1908_12_05_01;1908;eulenburg;entwickelt behauptet namentlich harden bekanntlich eulenburg blase aufgestochen landgerichtsrat schmidt berlin;0;0;0
522;Protocol_1908_12_05_01;1908;harden;prozess zeitungsauseinandersetzungen entwickelt behauptet namentlich harden bekanntlich eulenburg blase aufgestochen landgerichtsrat;0;0;0
